simulation_time,risk_level,vehicle_1,vehicle_2,action,priority_vehicle_id,yielding_vehicle_id,reservation_queue,conflict_group_vehicle_ids,predicted_arrival_time_s,conflict_zone_vehicle_ids,target_speed_mps,release_reason,note
184.70,HIGH,targeted_vehicle_031,targeted_vehicle_032,WAIT_AT_STOP_ZONE,targeted_vehicle_031,targeted_vehicle_032,targeted_vehicle_031;targeted_vehicle_032,targeted_vehicle_031;targeted_vehicle_032,185.80,targeted_vehicle_031,0.00,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: wait_near_junction_entry entry_distance_m=11.2 hold_distance_m=12.5 speed_mps=0.63.
185.10,HIGH,targeted_vehicle_031,targeted_vehicle_032,RELEASE_NEXT_VEHICLE,targeted_vehicle_031,targeted_vehicle_031,targeted_vehicle_031,targeted_vehicle_032,,,,priority_cleared_clear_zone,Priority vehicle cleared the target conflict/clear zone.
185.10,HIGH,targeted_vehicle_031,targeted_vehicle_032,RELEASE_NEXT_VEHICLE,targeted_vehicle_032,targeted_vehicle_032,targeted_vehicle_032,targeted_vehicle_032,185.80,,,fcfs_priority_assigned,Released priority vehicle matching earliest expected arrival time.
188.70,HIGH,targeted_vehicle_031,targeted_vehicle_032,RELEASE_NEXT_VEHICLE,targeted_vehicle_032,targeted_vehicle_032,targeted_vehicle_032,,,,,priority_cleared_clear_zone,Priority vehicle cleared the target conflict/clear zone.
189.20,,,,RELEASE_NEXT_VEHICLE,targeted_vehicle_033,targeted_vehicle_033,targeted_vehicle_033,targeted_vehicle_033,197.70,,,fcfs_priority_assigned,Released priority vehicle matching earliest expected arrival time.
191.50,,,,SLOW_NEAR_ENTRY,targeted_vehicle_033,targeted_vehicle_034,targeted_vehicle_034;targeted_vehicle_033,targeted_vehicle_033;targeted_vehicle_034,197.64,,2.00,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=73.9 remaining_to_hold_m=61.4 speed_mps=13.89 target_speed_mps=2.00 decel_mps2=5.00 duration_s=2.38.
192.50,,,,SLOW_NEAR_ENTRY,targeted_vehicle_033,targeted_vehicle_034,targeted_vehicle_033;targeted_vehicle_034,targeted_vehicle_033;targeted_vehicle_034,200.61,,2.00,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=62.7 remaining_to_hold_m=50.2 speed_mps=9.13 target_speed_mps=2.00 decel_mps2=5.00 duration_s=1.43.
195.30,HIGH,targeted_vehicle_033,targeted_vehicle_034,SLOW_NEAR_ENTRY,targeted_vehicle_033,targeted_vehicle_034,targeted_vehicle_033;targeted_vehicle_034,targeted_vehicle_033;targeted_vehicle_034,199.30,,2.00,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=28.3 remaining_to_hold_m=15.8 speed_mps=13.89 target_speed_mps=2.00 decel_mps2=5.97 duration_s=1.99.
195.70,,,,SLOW_NEAR_ENTRY,targeted_vehicle_033,targeted_vehicle_035,targeted_vehicle_033;targeted_vehicle_034;targeted_vehicle_035,targeted_vehicle_033;targeted_vehicle_034;targeted_vehicle_035,201.84,,2.00,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=73.9 remaining_to_hold_m=61.4 speed_mps=13.89 target_speed_mps=2.00 decel_mps2=5.00 duration_s=2.38.
196.30,HIGH,targeted_vehicle_033,targeted_vehicle_034,RELEASE_NEXT_VEHICLE,targeted_vehicle_033,targeted_vehicle_033,targeted_vehicle_033,targeted_vehicle_033;targeted_vehicle_034;targeted_vehicle_035,197.60,,,priority_cleared_clear_zone,Priority vehicle cleared the target conflict/clear zone.
196.30,HIGH,targeted_vehicle_033,targeted_vehicle_034,RELEASE_NEXT_VEHICLE,targeted_vehicle_033,targeted_vehicle_033,targeted_vehicle_033;targeted_vehicle_034;targeted_vehicle_035,targeted_vehicle_033;targeted_vehicle_034;targeted_vehicle_035,197.60,,,fcfs_priority_assigned,Released priority vehicle matching earliest expected arrival time.
196.30,HIGH,targeted_vehicle_033,targeted_vehicle_034,SLOW_NEAR_ENTRY,targeted_vehicle_033,targeted_vehicle_034,targeted_vehicle_033;targeted_vehicle_034;targeted_vehicle_035,targeted_vehicle_033;targeted_vehicle_034;targeted_vehicle_035,199.30,,2.00,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=17.6 remaining_to_hold_m=5.1 speed_mps=8.21 target_speed_mps=2.00 decel_mps2=6.25 duration_s=0.99.
196.40,HIGH,targeted_vehicle_033,targeted_vehicle_034,RELEASE_NEXT_VEHICLE,targeted_vehicle_033,targeted_vehicle_033,targeted_vehicle_033,targeted_vehicle_033;targeted_vehicle_034;targeted_vehicle_035,197.60,,,priority_cleared_clear_zone,Priority vehicle cleared the target conflict/clear zone.
196.40,HIGH,targeted_vehicle_033,targeted_vehicle_034,RELEASE_NEXT_VEHICLE,targeted_vehicle_033,targeted_vehicle_033,targeted_vehicle_033;targeted_vehicle_034;targeted_vehicle_035,targeted_vehicle_033;targeted_vehicle_034;targeted_vehicle_035,197.60,,,fcfs_priority_assigned,Released priority vehicle matching earliest expected arrival time.
196.50,HIGH,targeted_vehicle_033,targeted_vehicle_034,RELEASE_NEXT_VEHICLE,targeted_vehicle_033,targeted_vehicle_033,targeted_vehicle_033,targeted_vehicle_033;targeted_vehicle_034;targeted_vehicle_035,197.60,,,priority_cleared_clear_zone,Priority vehicle cleared the target conflict/clear zone.
196.50,HIGH,targeted_vehicle_033,targeted_vehicle_034,RELEASE_NEXT_VEHICLE,targeted_vehicle_033,targeted_vehicle_033,targeted_vehicle_033;targeted_vehicle_034;targeted_vehicle_035,targeted_vehicle_033;targeted_vehicle_034;targeted_vehicle_035,197.60,,,fcfs_priority_assigned,Released priority vehicle matching earliest expected arrival time.
196.70,,,,SLOW_NEAR_ENTRY,targeted_vehicle_033,targeted_vehicle_035,targeted_vehicle_033;targeted_vehicle_034;targeted_vehicle_035,targeted_vehicle_033;targeted_vehicle_034;targeted_vehicle_035,204.81,targeted_vehicle_033,2.00,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=62.7 remaining_to_hold_m=50.2 speed_mps=9.13 target_speed_mps=2.00 decel_mps2=5.00 duration_s=1.43.
197.30,HIGH,targeted_vehicle_033,targeted_vehicle_034,SLOW_NEAR_ENTRY,targeted_vehicle_033,targeted_vehicle_034,targeted_vehicle_033;targeted_vehicle_034;targeted_vehicle_035,targeted_vehicle_033;targeted_vehicle_034;targeted_vehicle_035,199.30,targeted_vehicle_033,0.30,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: final_brake_before_guard entry_distance_m=12.4 hold_distance_m=12.5 speed_mps=2.96 target_speed_mps=0.30 duration_s=0.40.
197.70,,,,WAIT_AT_STOP_ZONE,targeted_vehicle_033,targeted_vehicle_036,targeted_vehicle_033;targeted_vehicle_034;targeted_vehicle_036;targeted_vehicle_035,targeted_vehicle_033;targeted_vehicle_034;targeted_vehicle_035;targeted_vehicle_036,206.20,targeted_vehicle_033,,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: normal_approach_until_near_entry entry_distance_m=111.7.
197.70,,,,SLOW_NEAR_ENTRY,targeted_vehicle_033,targeted_vehicle_035,targeted_vehicle_033;targeted_vehicle_034;targeted_vehicle_036;targeted_vehicle_035,targeted_vehicle_033;targeted_vehicle_034;targeted_vehicle_035;targeted_vehicle_036,212.45,targeted_vehicle_033,2.00,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=56.1 remaining_to_hold_m=43.6 speed_mps=4.57 target_speed_mps=2.00 decel_mps2=5.00 duration_s=0.51.
198.20,HIGH,targeted_vehicle_033,targeted_vehicle_034,RELEASE_NEXT_VEHICLE,targeted_vehicle_033,targeted_vehicle_033,targeted_vehicle_033,targeted_vehicle_034;targeted_vehicle_035;targeted_vehicle_036,,,,priority_cleared_clear_zone,Priority vehicle cleared the target conflict/clear zone.
198.20,HIGH,targeted_vehicle_033,targeted_vehicle_034,RELEASE_NEXT_VEHICLE,targeted_vehicle_034,targeted_vehicle_034,targeted_vehicle_034;targeted_vehicle_036;targeted_vehicle_035,targeted_vehicle_034;targeted_vehicle_035;targeted_vehicle_036,199.30,,,fcfs_priority_assigned,Released priority vehicle matching earliest expected arrival time.
198.70,,,,WAIT_AT_STOP_ZONE,targeted_vehicle_034,targeted_vehicle_036,targeted_vehicle_034;targeted_vehicle_036;targeted_vehicle_035,targeted_vehicle_034;targeted_vehicle_035;targeted_vehicle_036,206.20,,,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: normal_approach_until_near_entry entry_distance_m=97.8.
198.70,,,,WAIT_AT_STOP_ZONE,targeted_vehicle_034,targeted_vehicle_035,targeted_vehicle_034;targeted_vehicle_036;targeted_vehicle_035,targeted_vehicle_034;targeted_vehicle_035;targeted_vehicle_036,228.49,,,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_profile_no_brake entry_distance_m=53.2 remaining_to_hold_m=40.7 speed_mps=2.17 profile_speed_mps=2.00.
199.00,,,,SLOW_NEAR_ENTRY,targeted_vehicle_034,targeted_vehicle_035,targeted_vehicle_034;targeted_vehicle_036;targeted_vehicle_035,targeted_vehicle_034;targeted_vehicle_035;targeted_vehicle_036,223.56,targeted_vehicle_034,2.00,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=52.5 remaining_to_hold_m=40.0 speed_mps=2.60 target_speed_mps=2.00 decel_mps2=5.00 duration_s=0.40.
199.40,,,,WAIT_AT_STOP_ZONE,targeted_vehicle_034,targeted_vehicle_035,targeted_vehicle_034;targeted_vehicle_036;targeted_vehicle_035,targeted_vehicle_034;targeted_vehicle_035;targeted_vehicle_036,228.11,targeted_vehicle_034,,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: smooth_profile_no_brake entry_distance_m=51.6 remaining_to_hold_m=39.1 speed_mps=2.19 profile_speed_mps=2.00.
199.70,,,,SLOW_NEAR_ENTRY,targeted_vehicle_034,targeted_vehicle_036,targeted_vehicle_034;targeted_vehicle_036;targeted_vehicle_035,targeted_vehicle_034;targeted_vehicle_035;targeted_vehicle_036,206.20,targeted_vehicle_034,2.00,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=83.9 remaining_to_hold_m=71.4 speed_mps=13.89 target_speed_mps=2.00 decel_mps2=5.00 duration_s=2.38.
199.90,,,,SLOW_NEAR_ENTRY,targeted_vehicle_034,targeted_vehicle_035,targeted_vehicle_034;targeted_vehicle_036;targeted_vehicle_035,targeted_vehicle_034;targeted_vehicle_035;targeted_vehicle_036,223.69,targeted_vehicle_034,2.00,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=50.5 remaining_to_hold_m=38.0 speed_mps=2.60 target_speed_mps=2.00 decel_mps2=5.00 duration_s=0.40.
200.30,,,,WAIT_AT_STOP_ZONE,targeted_vehicle_034,targeted_vehicle_035,targeted_vehicle_034;targeted_vehicle_036;targeted_vehicle_035,targeted_vehicle_034;targeted_vehicle_035;targeted_vehicle_036,228.09,targeted_vehicle_034,,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: smooth_profile_no_brake entry_distance_m=49.6 remaining_to_hold_m=37.1 speed_mps=2.19 profile_speed_mps=2.00.
200.70,,,,SLOW_NEAR_ENTRY,targeted_vehicle_034,targeted_vehicle_036,targeted_vehicle_034;targeted_vehicle_036;targeted_vehicle_035,targeted_vehicle_034;targeted_vehicle_035;targeted_vehicle_036,209.35,targeted_vehicle_034,2.00,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=72.7 remaining_to_hold_m=60.2 speed_mps=9.13 target_speed_mps=2.00 decel_mps2=5.00 duration_s=1.43.
200.80,,,,SLOW_NEAR_ENTRY,targeted_vehicle_034,targeted_vehicle_035,targeted_vehicle_034;targeted_vehicle_036;targeted_vehicle_035,targeted_vehicle_034;targeted_vehicle_035;targeted_vehicle_036,223.81,targeted_vehicle_034,2.00,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=48.5 remaining_to_hold_m=36.0 speed_mps=2.60 target_speed_mps=2.00 decel_mps2=5.00 duration_s=0.40.
201.20,,,,WAIT_AT_STOP_ZONE,targeted_vehicle_034,targeted_vehicle_035,targeted_vehicle_034;targeted_vehicle_036;targeted_vehicle_035,targeted_vehicle_034;targeted_vehicle_035;targeted_vehicle_036,228.07,targeted_vehicle_034,,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: smooth_profile_no_brake entry_distance_m=47.6 remaining_to_hold_m=35.1 speed_mps=2.19 profile_speed_mps=2.00.
201.70,HIGH,targeted_vehicle_033,targeted_vehicle_034,RELEASE_NEXT_VEHICLE,targeted_vehicle_034,targeted_vehicle_034,targeted_vehicle_034,targeted_vehicle_035;targeted_vehicle_036,,,,priority_cleared_clear_zone,Priority vehicle cleared the target conflict/clear zone.
201.70,,,,RELEASE_NEXT_VEHICLE,targeted_vehicle_036,targeted_vehicle_036,targeted_vehicle_036;targeted_vehicle_035,targeted_vehicle_035;targeted_vehicle_036,217.53,,,fcfs_priority_assigned,Released priority vehicle matching earliest expected arrival time.
201.70,,,,SLOW_NEAR_ENTRY,targeted_vehicle_036,targeted_vehicle_035,targeted_vehicle_036;targeted_vehicle_035,targeted_vehicle_035;targeted_vehicle_036,223.94,,2.00,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=46.5 remaining_to_hold_m=34.0 speed_mps=2.60 target_speed_mps=2.00 decel_mps2=5.00 duration_s=0.40.
202.20,,,,WAIT_AT_STOP_ZONE,targeted_vehicle_036,targeted_vehicle_035,targeted_vehicle_036;targeted_vehicle_035,targeted_vehicle_035;targeted_vehicle_036,228.63,,,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_profile_no_brake entry_distance_m=45.3 remaining_to_hold_m=32.8 speed_mps=2.14 profile_speed_mps=2.00.
202.50,,,,SLOW_NEAR_ENTRY,targeted_vehicle_036,targeted_vehicle_035,targeted_vehicle_036;targeted_vehicle_035,targeted_vehicle_035;targeted_vehicle_036,224.04,,2.00,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=44.7 remaining_to_hold_m=32.2 speed_mps=2.60 target_speed_mps=2.00 decel_mps2=5.00 duration_s=0.40.
202.90,,,,WAIT_AT_STOP_ZONE,targeted_vehicle_036,targeted_vehicle_035,targeted_vehicle_036;targeted_vehicle_035,targeted_vehicle_035;targeted_vehicle_036,228.03,,,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_profile_no_brake entry_distance_m=43.7 remaining_to_hold_m=31.2 speed_mps=2.19 profile_speed_mps=2.00.
203.40,,,,SLOW_NEAR_ENTRY,targeted_vehicle_036,targeted_vehicle_035,targeted_vehicle_036;targeted_vehicle_035,targeted_vehicle_035;targeted_vehicle_036,224.16,,2.00,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=42.6 remaining_to_hold_m=30.1 speed_mps=2.60 target_speed_mps=2.00 decel_mps2=5.00 duration_s=0.40.
203.80,,,,WAIT_AT_STOP_ZONE,targeted_vehicle_036,targeted_vehicle_035,targeted_vehicle_036;targeted_vehicle_035,targeted_vehicle_035;targeted_vehicle_036,228.01,,,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_profile_no_brake entry_distance_m=41.7 remaining_to_hold_m=29.2 speed_mps=2.19 profile_speed_mps=2.00.
204.20,,,,WAIT_AT_STOP_ZONE,targeted_vehicle_036,targeted_vehicle_037,targeted_vehicle_036;targeted_vehicle_037;targeted_vehicle_035,targeted_vehicle_035;targeted_vehicle_036;targeted_vehicle_037,212.70,,,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: normal_approach_until_near_entry entry_distance_m=111.7.
204.30,,,,SLOW_NEAR_ENTRY,targeted_vehicle_036,targeted_vehicle_035,targeted_vehicle_036;targeted_vehicle_037;targeted_vehicle_035,targeted_vehicle_035;targeted_vehicle_036;targeted_vehicle_037,224.29,,2.00,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=40.6 remaining_to_hold_m=28.1 speed_mps=2.60 target_speed_mps=2.00 decel_mps2=5.00 duration_s=0.40.
204.70,,,,WAIT_AT_STOP_ZONE,targeted_vehicle_036,targeted_vehicle_035,targeted_vehicle_036;targeted_vehicle_037;targeted_vehicle_035,targeted_vehicle_035;targeted_vehicle_036;targeted_vehicle_037,227.99,,,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_profile_no_brake entry_distance_m=39.7 remaining_to_hold_m=27.2 speed_mps=2.19 profile_speed_mps=2.00.
205.20,,,,WAIT_AT_STOP_ZONE,targeted_vehicle_036,targeted_vehicle_037,targeted_vehicle_036;targeted_vehicle_037;targeted_vehicle_035,targeted_vehicle_035;targeted_vehicle_036;targeted_vehicle_037,212.70,,,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: normal_approach_until_near_entry entry_distance_m=97.8.
205.20,,,,SLOW_NEAR_ENTRY,targeted_vehicle_036,targeted_vehicle_035,targeted_vehicle_036;targeted_vehicle_037;targeted_vehicle_035,targeted_vehicle_035;targeted_vehicle_036;targeted_vehicle_037,224.41,,2.00,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=38.6 remaining_to_hold_m=26.1 speed_mps=2.60 target_speed_mps=2.00 decel_mps2=5.00 duration_s=0.40.
205.70,,,,WAIT_AT_STOP_ZONE,targeted_vehicle_036,targeted_vehicle_035,targeted_vehicle_036;targeted_vehicle_037;targeted_vehicle_035,targeted_vehicle_035;targeted_vehicle_036;targeted_vehicle_037,228.46,,,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_profile_no_brake entry_distance_m=37.5 remaining_to_hold_m=25.0 speed_mps=2.14 profile_speed_mps=2.00.
207.40,HIGH,targeted_vehicle_035,targeted_vehicle_036,SLOW_NEAR_ENTRY,targeted_vehicle_036,targeted_vehicle_035,targeted_vehicle_036;targeted_vehicle_035;targeted_vehicle_038;targeted_vehicle_037,targeted_vehicle_035;targeted_vehicle_036;targeted_vehicle_037;targeted_vehicle_038,209.50,targeted_vehicle_036,2.00,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=25.8 remaining_to_hold_m=13.3 speed_mps=11.67 target_speed_mps=2.00 decel_mps2=5.00 duration_s=1.93.
207.40,,,,SLOW_NEAR_ENTRY,targeted_vehicle_036,targeted_vehicle_038,targeted_vehicle_036;targeted_vehicle_035;targeted_vehicle_038;targeted_vehicle_037,targeted_vehicle_035;targeted_vehicle_036;targeted_vehicle_037;targeted_vehicle_038,212.54,targeted_vehicle_036,2.00,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=60.0 remaining_to_hold_m=47.5 speed_mps=13.89 target_speed_mps=2.00 decel_mps2=5.00 duration_s=2.38.
207.40,,,,SLOW_NEAR_ENTRY,targeted_vehicle_036,targeted_vehicle_037,targeted_vehicle_036;targeted_vehicle_035;targeted_vehicle_038;targeted_vehicle_037,targeted_vehicle_035;targeted_vehicle_036;targeted_vehicle_037;targeted_vehicle_038,212.70,targeted_vehicle_036,2.00,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=67.3 remaining_to_hold_m=54.8 speed_mps=13.89 target_speed_mps=2.00 decel_mps2=5.00 duration_s=2.38.
207.90,HIGH,targeted_vehicle_035,targeted_vehicle_036,RELEASE_NEXT_VEHICLE,targeted_vehicle_036,targeted_vehicle_036,targeted_vehicle_036,targeted_vehicle_035;targeted_vehicle_037;targeted_vehicle_038,,,,priority_cleared_clear_zone,Priority vehicle cleared the target conflict/clear zone.
207.90,HIGH,targeted_vehicle_035,targeted_vehicle_036,RELEASE_NEXT_VEHICLE,targeted_vehicle_035,targeted_vehicle_035,targeted_vehicle_035;targeted_vehicle_038;targeted_vehicle_037,targeted_vehicle_035;targeted_vehicle_037;targeted_vehicle_038,209.50,,,fcfs_priority_assigned,Released priority vehicle matching earliest expected arrival time.
208.40,,,,SLOW_NEAR_ENTRY,targeted_vehicle_035,targeted_vehicle_038,targeted_vehicle_035;targeted_vehicle_038;targeted_vehicle_037,targeted_vehicle_035;targeted_vehicle_037;targeted_vehicle_038,214.98,,2.00,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=48.8 remaining_to_hold_m=36.3 speed_mps=9.13 target_speed_mps=2.00 decel_mps2=5.00 duration_s=1.43.
208.40,,,,SLOW_NEAR_ENTRY,targeted_vehicle_035,targeted_vehicle_037,targeted_vehicle_035;targeted_vehicle_038;targeted_vehicle_037,targeted_vehicle_035;targeted_vehicle_037;targeted_vehicle_038,215.22,,2.00,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=56.0 remaining_to_hold_m=43.5 speed_mps=9.13 target_speed_mps=2.00 decel_mps2=5.00 duration_s=1.43.
209.40,,,,SLOW_NEAR_ENTRY,targeted_vehicle_035,targeted_vehicle_038,targeted_vehicle_035;targeted_vehicle_038;targeted_vehicle_037,targeted_vehicle_035;targeted_vehicle_037;targeted_vehicle_038,221.09,targeted_vehicle_035,2.00,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=42.2 remaining_to_hold_m=29.7 speed_mps=4.58 target_speed_mps=2.00 decel_mps2=5.00 duration_s=0.52.
209.40,,,,SLOW_NEAR_ENTRY,targeted_vehicle_035,targeted_vehicle_037,targeted_vehicle_035;targeted_vehicle_038;targeted_vehicle_037,targeted_vehicle_035;targeted_vehicle_037;targeted_vehicle_038,221.57,targeted_vehicle_035,2.00,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=49.4 remaining_to_hold_m=36.9 speed_mps=4.58 target_speed_mps=2.00 decel_mps2=5.00 duration_s=0.52.
210.40,,,,WAIT_AT_STOP_ZONE,targeted_vehicle_035,targeted_vehicle_038,targeted_vehicle_035;targeted_vehicle_038;targeted_vehicle_037,targeted_vehicle_035;targeted_vehicle_037;targeted_vehicle_038,233.52,targeted_vehicle_035,,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: smooth_profile_no_brake entry_distance_m=39.3 remaining_to_hold_m=26.8 speed_mps=2.19 profile_speed_mps=2.00.
210.40,,,,WAIT_AT_STOP_ZONE,targeted_vehicle_035,targeted_vehicle_037,targeted_vehicle_035;targeted_vehicle_038;targeted_vehicle_037,targeted_vehicle_035;targeted_vehicle_037;targeted_vehicle_038,234.52,targeted_vehicle_035,,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: smooth_profile_no_brake entry_distance_m=46.5 remaining_to_hold_m=34.0 speed_mps=2.19 profile_speed_mps=2.00.
210.80,,,,SLOW_NEAR_ENTRY,targeted_vehicle_035,targeted_vehicle_038,targeted_vehicle_035;targeted_vehicle_038;targeted_vehicle_037,targeted_vehicle_035;targeted_vehicle_037;targeted_vehicle_038,229.93,targeted_vehicle_035,2.00,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=38.4 remaining_to_hold_m=25.9 speed_mps=2.60 target_speed_mps=2.00 decel_mps2=5.00 duration_s=0.40.
210.80,,,,SLOW_NEAR_ENTRY,targeted_vehicle_035,targeted_vehicle_037,targeted_vehicle_035;targeted_vehicle_038;targeted_vehicle_037,targeted_vehicle_035;targeted_vehicle_037;targeted_vehicle_038,230.78,targeted_vehicle_035,2.00,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=45.6 remaining_to_hold_m=33.1 speed_mps=2.60 target_speed_mps=2.00 decel_mps2=5.00 duration_s=0.40.
211.20,,,,WAIT_AT_STOP_ZONE,targeted_vehicle_035,targeted_vehicle_038,targeted_vehicle_035;targeted_vehicle_038;targeted_vehicle_037,targeted_vehicle_035;targeted_vehicle_037;targeted_vehicle_038,233.47,targeted_vehicle_035,,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: smooth_profile_no_brake entry_distance_m=37.5 remaining_to_hold_m=25.0 speed_mps=2.19 profile_speed_mps=2.00.
211.20,,,,WAIT_AT_STOP_ZONE,targeted_vehicle_035,targeted_vehicle_037,targeted_vehicle_035;targeted_vehicle_038;targeted_vehicle_037,targeted_vehicle_035;targeted_vehicle_037;targeted_vehicle_038,234.47,targeted_vehicle_035,,conflict_zone_occupied,Vehicle held at stop line for target-junction reservation: smooth_profile_no_brake entry_distance_m=44.7 remaining_to_hold_m=32.2 speed_mps=2.19 profile_speed_mps=2.00.
211.40,HIGH,targeted_vehicle_035,targeted_vehicle_036,RELEASE_NEXT_VEHICLE,targeted_vehicle_035,targeted_vehicle_035,targeted_vehicle_035,targeted_vehicle_037;targeted_vehicle_038,,,,priority_cleared_clear_zone,Priority vehicle cleared the target conflict/clear zone.
211.40,,,,RELEASE_NEXT_VEHICLE,targeted_vehicle_038,targeted_vehicle_038,targeted_vehicle_038;targeted_vehicle_037,targeted_vehicle_037;targeted_vehicle_038,234.49,,,fcfs_priority_assigned,Released priority vehicle matching earliest expected arrival time.
211.70,,,,SLOW_NEAR_ENTRY,targeted_vehicle_038,targeted_vehicle_037,targeted_vehicle_038;targeted_vehicle_037,targeted_vehicle_037;targeted_vehicle_038,230.90,,2.00,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=43.6 remaining_to_hold_m=31.1 speed_mps=2.60 target_speed_mps=2.00 decel_mps2=5.00 duration_s=0.40.
212.20,,,,WAIT_AT_STOP_ZONE,targeted_vehicle_038,targeted_vehicle_037,targeted_vehicle_038;targeted_vehicle_037,targeted_vehicle_037;targeted_vehicle_038,234.95,,,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_profile_no_brake entry_distance_m=42.5 remaining_to_hold_m=30.0 speed_mps=2.14 profile_speed_mps=2.00.
212.50,,,,SLOW_NEAR_ENTRY,targeted_vehicle_038,targeted_vehicle_037,targeted_vehicle_038;targeted_vehicle_037,targeted_vehicle_037;targeted_vehicle_038,231.01,,2.00,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=41.8 remaining_to_hold_m=29.3 speed_mps=2.60 target_speed_mps=2.00 decel_mps2=5.00 duration_s=0.40.
212.90,,,,WAIT_AT_STOP_ZONE,targeted_vehicle_038,targeted_vehicle_037,targeted_vehicle_038;targeted_vehicle_037,targeted_vehicle_037;targeted_vehicle_038,234.43,,,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_profile_no_brake entry_distance_m=40.9 remaining_to_hold_m=28.4 speed_mps=2.19 profile_speed_mps=2.00.
213.40,,,,SLOW_NEAR_ENTRY,targeted_vehicle_038,targeted_vehicle_039,targeted_vehicle_038;targeted_vehicle_039;targeted_vehicle_037,targeted_vehicle_037;targeted_vehicle_038;targeted_vehicle_039,217.26,,2.00,reserved_priority_approaching,Vehicle held at stop line for target-junction reservation: smooth_deceleration_to_entry entry_distance_m=47.1 remaining_to_hold_m=34.6 speed_mps=13.89 target_speed_mps=2.00 decel_mps2=5.00 duration_s=2.38.
